# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb  4 07:25:21 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_name:        Planet Name
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_bmasse:      Planet Mass or M*sin(i) [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
# COLUMN pl_publ_date:   Publication Date
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,st_dist,st_optmag,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_eqt,pl_insol,pl_bmasse,pl_rade,pl_disc,pl_pelink,pl_edelink,pl_publ_date,st_sp,st_spstr,st_lum
1934,Kepler-235,Transit,4,7.82490400,0.065000,,,,15.954,4255.00,0.59,0.55,2014-05-14,Kepler-235 c,,,,1.280,2014,http://exoplanet.eu/catalog/kepler-235_c/,http://exoplanets.org/detail/Kepler-235_c,2014-03,,,
1935,Kepler-235,Transit,4,20.06054800,0.122000,,,,15.954,4255.00,0.59,0.55,2014-05-14,Kepler-235 d,,,,2.050,2014,http://exoplanet.eu/catalog/kepler-235_d/,http://exoplanets.org/detail/Kepler-235_d,2014-03,,,
1936,Kepler-235,Transit,4,46.18366900,0.213000,,,,15.954,4255.00,0.59,0.55,2014-05-14,Kepler-235 e,,,,2.220,2014,http://exoplanet.eu/catalog/kepler-235_e/,http://exoplanets.org/detail/Kepler-235_e,2014-03,,,
1937,Kepler-236,Transit,2,8.29561100,0.065000,,,,15.414,3750.00,0.56,0.51,2014-05-14,Kepler-236 b,,,,1.570,2014,http://exoplanet.eu/catalog/kepler-236_b/,http://exoplanets.org/detail/Kepler-236_b,2014-03,,,
1938,Kepler-236,Transit,2,23.96812700,0.132000,,,,15.414,3750.00,0.56,0.51,2014-05-14,Kepler-236 c,,,,2.000,2014,http://exoplanet.eu/catalog/kepler-236_c/,http://exoplanets.org/detail/Kepler-236_c,2014-03,,,
1939,Kepler-237,Transit,2,4.71510600,0.050000,,,,15.289,4861.00,0.70,0.72,2014-05-14,Kepler-237 b,,,,1.410,2014,http://exoplanet.eu/catalog/kepler-237_b/,http://exoplanets.org/detail/Kepler-237_b,2014-03,,,
1940,Kepler-237,Transit,2,8.10363600,0.071000,,,,15.289,4861.00,0.70,0.72,2014-05-14,Kepler-237 c,,,,2.080,2014,http://exoplanet.eu/catalog/kepler-237_c/,http://exoplanets.org/detail/Kepler-237_c,2014-03,,,
1941,Kepler-238,Transit,5,2.09087600,0.034000,,,,15.084,5751.00,1.06,1.43,2014-05-14,Kepler-238 b,,,,1.730,2014,http://exoplanet.eu/catalog/kepler-238_b/,http://exoplanets.org/detail/Kepler-238_b,2014-03,,,
1942,Kepler-238,Transit,5,6.15555700,0.069000,,,,15.084,5751.00,1.06,1.43,2014-05-14,Kepler-238 c,,,,2.390,2014,http://exoplanet.eu/catalog/kepler-238_c/,http://exoplanets.org/detail/Kepler-238_c,2014-03,,,
1943,Kepler-238,Transit,5,13.23354900,0.115000,,,,15.084,5751.00,1.06,1.43,2014-05-14,Kepler-238 d,,,,3.070,2014,http://exoplanet.eu/catalog/kepler-238_d/,http://exoplanets.org/detail/Kepler-238_d,2014-03,,,
1944,Kepler-238,Transit,5,23.65400000,,,,,15.084,5751.00,1.06,1.43,2014-05-14,Kepler-238 e,,,169.70000,5.600,2013,http://exoplanet.eu/catalog/kepler-238_e/,,2014-02,,,
1945,Kepler-238,Transit,5,50.44700000,,,,,15.084,5751.00,1.06,1.43,2014-05-14,Kepler-238 f,,,13.50000,2.000,2013,http://exoplanet.eu/catalog/kepler-238_f/,,2014-02,,,
1946,Kepler-239,Transit,2,11.76305100,0.095000,,,,15.208,4914.00,0.74,0.76,2014-05-14,Kepler-239 b,,,,2.330,2014,http://exoplanet.eu/catalog/kepler-239_b/,http://exoplanets.org/detail/Kepler-239_b,2014-03,,,
1947,Kepler-239,Transit,2,56.22809800,0.268000,,,,15.208,4914.00,0.74,0.76,2014-05-14,Kepler-239 c,,,,2.510,2014,http://exoplanet.eu/catalog/kepler-239_c/,http://exoplanets.org/detail/Kepler-239_c,2014-03,,,
1948,Kepler-24,Transit,4,8.14530000,0.080000,,,1200.00,14.925,5897.00,1.03,1.29,2014-05-14,Kepler-24 b,,,508.50000,2.400,2011,http://exoplanet.eu/catalog/kepler-24_b/,http://exoplanets.org/detail/Kepler-24_b,2012-05,,,0.064
1949,Kepler-24,Transit,4,12.33350000,0.106000,,,1200.00,14.925,5897.00,1.03,1.29,2014-05-14,Kepler-24 c,,,508.50000,2.800,2011,http://exoplanet.eu/catalog/kepler-24_c/,http://exoplanets.org/detail/Kepler-24_c,2012-05,,,0.064
1950,Kepler-24,Transit,4,4.24438400,0.051000,,,1200.00,14.925,5897.00,1.03,1.29,2014-05-14,Kepler-24 d,,,,1.670,2014,http://exoplanet.eu/catalog/kepler-24_d/,http://exoplanets.org/detail/Kepler-24_d,2014-03,,,0.064
1951,Kepler-24,Transit,4,18.99835500,0.138000,,,1200.00,14.925,5897.00,1.03,1.29,2014-05-14,Kepler-24 e,,,,2.780,2014,http://exoplanet.eu/catalog/kepler-24_e/,http://exoplanets.org/detail/Kepler-24_e,2014-03,,,0.064
1952,Kepler-240,Transit,2,4.14449500,0.048000,,,,15.660,4985.00,,0.74,2014-05-14,Kepler-240 b,,,,1.370,2014,http://exoplanet.eu/catalog/kepler-240_b/,http://exoplanets.org/detail/Kepler-240_b,2014-03,,,
1953,Kepler-240,Transit,2,7.95352800,0.074000,,,,15.660,4985.00,,0.74,2014-05-14,Kepler-240 c,,,,2.200,2014,http://exoplanet.eu/catalog/kepler-240_c/,http://exoplanets.org/detail/Kepler-240_c,2014-03,,,
1954,Kepler-241,Transit,2,12.71809200,0.094000,,,,15.389,4699.00,,0.67,2014-05-14,Kepler-241 b,,,,2.330,2014,http://exoplanet.eu/catalog/kepler-241_b/,http://exoplanets.org/detail/Kepler-241_b,2014-03,,,
1955,Kepler-241,Transit,2,36.06597800,0.189000,,,,15.389,4699.00,,0.67,2014-05-14,Kepler-241 c,,,,2.570,2014,http://exoplanet.eu/catalog/kepler-241_c/,http://exoplanets.org/detail/Kepler-241_c,2014-03,,,
1956,Kepler-242,Transit,2,8.20395000,0.075000,,,,15.376,5020.00,,0.85,2014-05-14,Kepler-242 b,,,,2.610,2014,http://exoplanet.eu/catalog/kepler-242_b/,http://exoplanets.org/detail/Kepler-242_b,2014-03,,,
1957,Kepler-242,Transit,2,14.49648100,0.109000,,,,15.376,5020.00,,0.85,2014-05-14,Kepler-242 c,,,,2.000,2014,http://exoplanet.eu/catalog/kepler-242_c/,http://exoplanets.org/detail/Kepler-242_c,2014-03,,,
1958,Kepler-243,Transit,2,5.71544200,0.062000,,,,15.086,5228.00,0.89,0.84,2014-05-14,Kepler-243 b,,,,2.450,2014,http://exoplanet.eu/catalog/kepler-243_b/,http://exoplanets.org/detail/Kepler-243_b,2014-03,,,
1959,Kepler-243,Transit,2,20.02621800,0.142000,,,,15.086,5228.00,0.89,0.84,2014-05-14,Kepler-243 c,,,,1.990,2014,http://exoplanet.eu/catalog/kepler-243_c/,http://exoplanets.org/detail/Kepler-243_c,2014-03,,,
1960,Kepler-244,Transit,3,4.31179200,0.050000,,,,15.604,5554.00,,0.80,2014-05-14,Kepler-244 b,,,,2.760,2014,http://exoplanet.eu/catalog/kepler-244_b/,http://exoplanets.org/detail/Kepler-244_b,2014-03,,,
1961,Kepler-244,Transit,3,9.76729200,0.087000,,,,15.604,5554.00,,0.80,2014-05-14,Kepler-244 c,,,,2.050,2014,http://exoplanet.eu/catalog/kepler-244_c/,http://exoplanets.org/detail/Kepler-244_c,2014-03,,,
1962,Kepler-244,Transit,3,20.05040100,0.140000,,,,15.604,5554.00,,0.80,2014-05-14,Kepler-244 d,,,,2.310,2014,http://exoplanet.eu/catalog/kepler-244_d/,http://exoplanets.org/detail/Kepler-244_d,2014-03,,,
1963,Kepler-245,Transit,4,7.49019000,0.071000,,,,15.599,5100.00,0.80,0.80,2014-05-14,Kepler-245 b,,,,2.570,2014,http://exoplanet.eu/catalog/kepler-245_b/,http://exoplanets.org/detail/Kepler-245_b,2014-03,,,
1964,Kepler-245,Transit,4,17.46081200,0.124000,,,,15.599,5100.00,0.80,0.80,2014-05-14,Kepler-245 c,,,,2.180,2014,http://exoplanet.eu/catalog/kepler-245_c/,http://exoplanets.org/detail/Kepler-245_c,2014-03,,,
1965,Kepler-245,Transit,4,36.27710800,0.202000,,,,15.599,5100.00,0.80,0.80,2014-05-14,Kepler-245 d,,,,3.030,2014,http://exoplanet.eu/catalog/kepler-245_d/,http://exoplanets.org/detail/Kepler-245_d,2014-03,,,
1966,Kepler-245,Transit,4,3.21982106,,,,,15.599,5100.00,0.80,0.80,2016-05-10,Kepler-245 e,,,,1.750,2016,http://exoplanet.eu/catalog/kepler-245_e/,,,,,
1967,Kepler-246,Transit,2,4.60182000,0.052000,,,,15.024,5206.00,0.86,0.83,2014-05-14,Kepler-246 b,,,,2.340,2014,http://exoplanet.eu/catalog/kepler-246_b/,http://exoplanets.org/detail/Kepler-246_b,2014-03,,,
1968,Kepler-246,Transit,2,11.18716100,0.095000,,,,15.024,5206.00,0.86,0.83,2014-05-14,Kepler-246 c,,,,1.500,2014,http://exoplanet.eu/catalog/kepler-246_c/,http://exoplanets.org/detail/Kepler-246_c,2014-03,,,
1969,Kepler-247,Transit,3,3.33616000,0.042000,,,,15.067,5100.00,,0.77,2014-05-14,Kepler-247 b,,,,1.640,2014,http://exoplanet.eu/catalog/kepler-247_b/,http://exoplanets.org/detail/Kepler-247_b,2014-03,,,
1970,Kepler-247,Transit,3,9.43945200,0.084000,,,,15.067,5100.00,,0.77,2014-05-14,Kepler-247 c,,,,4.090,2014,http://exoplanet.eu/catalog/kepler-247_c/,http://exoplanets.org/detail/Kepler-247_c,2014-03,,,
1971,Kepler-247,Transit,3,20.47791200,0.140000,,,,15.067,5100.00,,0.77,2014-05-14,Kepler-247 d,,,,3.940,2014,http://exoplanet.eu/catalog/kepler-247_d/,http://exoplanets.org/detail/Kepler-247_d,2014-03,,,
1972,Kepler-248,Transit,2,6.30820500,0.066000,,,,15.258,5190.00,,0.83,2014-05-14,Kepler-248 b,,,,3.020,2014,http://exoplanet.eu/catalog/kepler-248_b/,http://exoplanets.org/detail/Kepler-248_b,2014-03,,,
1973,Kepler-248,Transit,2,16.23949400,0.123000,,,,15.258,5190.00,,0.83,2014-05-14,Kepler-248 c,,,,4.070,2014,http://exoplanet.eu/catalog/kepler-248_c/,http://exoplanets.org/detail/Kepler-248_c,2014-03,,,
1974,Kepler-249,Transit,3,3.30653900,0.035000,,,,15.234,3568.00,,0.48,2014-05-14,Kepler-249 b,,,,1.090,2014,http://exoplanet.eu/catalog/kepler-249_b/,http://exoplanets.org/detail/Kepler-249_b,2014-03,,,
1975,Kepler-249,Transit,3,7.11370200,0.058000,,,,15.234,3568.00,,0.48,2014-05-14,Kepler-249 c,,,,1.510,2014,http://exoplanet.eu/catalog/kepler-249_c/,http://exoplanets.org/detail/Kepler-249_c,2014-03,,,
1976,Kepler-249,Transit,3,15.36845900,0.097000,,,,15.234,3568.00,,0.48,2014-05-14,Kepler-249 d,,,,1.570,2014,http://exoplanet.eu/catalog/kepler-249_d/,http://exoplanets.org/detail/Kepler-249_d,2014-03,,,
1977,Kepler-25,Transit,3,6.23850000,,,2.50000,,10.734,6270.00,1.19,1.31,2016-10-27,Kepler-25 b,,,9.60000,2.710,2011,http://exoplanet.eu/catalog/kepler-25_b/,http://exoplanets.org/detail/Kepler-25_b,2012-04,,,
1978,Kepler-25,Transit,3,12.72040000,,,0.90000,,10.734,6270.00,1.19,1.31,2016-10-27,Kepler-25 c,,,24.60000,5.200,2011,http://exoplanet.eu/catalog/kepler-25_c/,http://exoplanets.org/detail/Kepler-25_c,2012-04,,,
1979,Kepler-25,Radial Velocity,3,123.00000000,,,,,10.734,6270.00,1.19,1.31,2014-05-14,Kepler-25 d,,,89.90000,,2014,http://exoplanet.eu/catalog/kepler-25_d/,,2014-02,,,
1980,Kepler-250,Transit,3,4.14814100,0.048000,,,,15.460,5160.00,0.80,0.81,2014-05-14,Kepler-250 b,,,,1.130,2014,http://exoplanet.eu/catalog/kepler-250_b/,http://exoplanets.org/detail/Kepler-250_b,2014-03,,,
1981,Kepler-250,Transit,3,7.15680400,0.069000,,,,15.460,5160.00,0.80,0.81,2014-05-14,Kepler-250 c,,,,2.280,2014,http://exoplanet.eu/catalog/kepler-250_c/,http://exoplanets.org/detail/Kepler-250_c,2014-03,,,
1982,Kepler-250,Transit,3,17.64831200,0.127000,,,,15.460,5160.00,0.80,0.81,2014-05-14,Kepler-250 d,,,,2.180,2014,http://exoplanet.eu/catalog/kepler-250_d/,http://exoplanets.org/detail/Kepler-250_d,2014-03,,,
1983,Kepler-251,Transit,4,4.79093600,0.053000,,,,15.223,5526.00,0.91,0.89,2014-05-14,Kepler-251 b,,,,1.330,2014,http://exoplanet.eu/catalog/kepler-251_b/,http://exoplanets.org/detail/Kepler-251_b,2014-03,,,
1984,Kepler-251,Transit,4,16.51404300,0.122000,,,,15.223,5526.00,0.91,0.89,2014-05-14,Kepler-251 c,,,,2.770,2014,http://exoplanet.eu/catalog/kepler-251_c/,http://exoplanets.org/detail/Kepler-251_c,2014-03,,,
1985,Kepler-251,Transit,4,30.13300100,0.182000,,,,15.223,5526.00,0.91,0.89,2014-05-14,Kepler-251 d,,,,2.770,2014,http://exoplanet.eu/catalog/kepler-251_d/,http://exoplanets.org/detail/Kepler-251_d,2014-03,,,
1986,Kepler-251,Transit,4,99.64016100,0.404000,,,,15.223,5526.00,0.91,0.89,2014-05-14,Kepler-251 e,,,,2.770,2014,http://exoplanet.eu/catalog/kepler-251_e/,http://exoplanets.org/detail/Kepler-251_e,2014-03,,,
1987,Kepler-252,Transit,2,6.66839100,0.058000,,,,15.058,4208.00,0.52,0.55,2014-05-14,Kepler-252 b,,,,1.230,2014,http://exoplanet.eu/catalog/kepler-252_b/,http://exoplanets.org/detail/Kepler-252_b,2014-03,,,
1988,Kepler-252,Transit,2,10.84846300,0.080000,,,,15.058,4208.00,0.52,0.55,2014-05-14,Kepler-252 c,,,,2.150,2014,http://exoplanet.eu/catalog/kepler-252_c/,http://exoplanets.org/detail/Kepler-252_c,2014-03,,,
1989,Kepler-253,Transit,3,3.78398600,0.046000,,,,15.532,5208.00,,0.79,2014-05-14,Kepler-253 b,,,,1.630,2014,http://exoplanet.eu/catalog/kepler-253_b/,http://exoplanets.org/detail/Kepler-253_b,2014-03,,,
1990,Kepler-253,Transit,3,10.28195100,0.089000,,,,15.532,5208.00,,0.79,2014-05-14,Kepler-253 c,,,,2.650,2014,http://exoplanet.eu/catalog/kepler-253_c/,http://exoplanets.org/detail/Kepler-253_c,2014-03,,,
1991,Kepler-253,Transit,3,18.11986900,0.130000,,,,15.532,5208.00,,0.79,2014-05-14,Kepler-253 d,,,,3.170,2014,http://exoplanet.eu/catalog/kepler-253_d/,http://exoplanets.org/detail/Kepler-253_d,2014-03,,,
1992,Kepler-254,Transit,3,5.82666200,0.064000,,,,15.843,5957.00,,0.91,2014-05-14,Kepler-254 b,,,,3.870,2014,http://exoplanet.eu/catalog/kepler-254_b/,http://exoplanets.org/detail/Kepler-254_b,2014-03,,,
1993,Kepler-254,Transit,3,12.41218300,0.105000,,,,15.843,5957.00,,0.91,2014-05-14,Kepler-254 c,,,,2.150,2014,http://exoplanet.eu/catalog/kepler-254_c/,http://exoplanets.org/detail/Kepler-254_c,2014-03,,,
1994,Kepler-254,Transit,3,18.74647700,0.139000,,,,15.843,5957.00,,0.91,2014-05-14,Kepler-254 d,,,,2.500,2014,http://exoplanet.eu/catalog/kepler-254_d/,http://exoplanets.org/detail/Kepler-254_d,2014-03,,,
1995,Kepler-255,Transit,3,5.71460600,0.063000,,,,15.596,5573.00,0.97,0.93,2014-05-14,Kepler-255 b,,,,1.550,2014,http://exoplanet.eu/catalog/kepler-255_b/,http://exoplanets.org/detail/Kepler-255_b,2014-03,,,
1996,Kepler-255,Transit,3,9.94604700,0.092000,,,,15.596,5573.00,0.97,0.93,2014-05-14,Kepler-255 c,,,,2.990,2014,http://exoplanet.eu/catalog/kepler-255_c/,http://exoplanets.org/detail/Kepler-255_c,2014-03,,,
1997,Kepler-255,Transit,3,1.04562266,,,,,15.596,5573.00,0.97,0.93,2016-05-10,Kepler-255 d,,,,1.320,2016,http://exoplanet.eu/catalog/kepler-255_d/,,,,,
1998,Kepler-256,Transit,4,1.62049300,0.027000,,,,15.065,5551.00,1.02,1.30,2014-05-14,Kepler-256 b,,,,1.590,2014,http://exoplanet.eu/catalog/kepler-256_b/,http://exoplanets.org/detail/Kepler-256_b,2014-03,,,
1999,Kepler-256,Transit,4,3.38802000,0.045000,,,,15.065,5551.00,1.02,1.30,2014-05-14,Kepler-256 c,,,,2.150,2014,http://exoplanet.eu/catalog/kepler-256_c/,http://exoplanets.org/detail/Kepler-256_c,2014-03,,,
2000,Kepler-256,Transit,4,5.83917200,0.064000,,,,15.065,5551.00,1.02,1.30,2014-05-14,Kepler-256 d,,,,2.480,2014,http://exoplanet.eu/catalog/kepler-256_d/,http://exoplanets.org/detail/Kepler-256_d,2014-03,,,
2001,Kepler-256,Transit,4,10.68157200,0.096000,,,,15.065,5551.00,1.02,1.30,2014-05-14,Kepler-256 e,,,,2.350,2014,http://exoplanet.eu/catalog/kepler-256_e/,http://exoplanets.org/detail/Kepler-256_e,2014-03,,,
2002,Kepler-257,Transit,3,2.38266700,0.034000,,,,15.471,5180.00,,1.04,2014-05-14,Kepler-257 b,,,,2.610,2014,http://exoplanet.eu/catalog/kepler-257_b/,http://exoplanets.org/detail/Kepler-257_b,2014-03,,,
2003,Kepler-257,Transit,3,6.58148400,0.066000,,,,15.471,5180.00,,1.04,2014-05-14,Kepler-257 c,,,,5.410,2014,http://exoplanet.eu/catalog/kepler-257_c/,http://exoplanets.org/detail/Kepler-257_c,2014-03,,,
2004,Kepler-257,Transit,3,24.66455100,0.160000,,,,15.471,5180.00,,1.04,2014-05-14,Kepler-257 d,,,,4.950,2014,http://exoplanet.eu/catalog/kepler-257_d/,http://exoplanets.org/detail/Kepler-257_d,2014-03,,,
2005,Kepler-258,Transit,2,13.19722000,0.103000,,,,15.223,4942.00,0.80,0.92,2014-05-14,Kepler-258 b,,,,4.060,2014,http://exoplanet.eu/catalog/kepler-258_b/,http://exoplanets.org/detail/Kepler-258_b,2014-03,,,
2006,Kepler-258,Transit,2,33.65307900,0.193000,,,,15.223,4942.00,0.80,0.92,2014-05-14,Kepler-258 c,,,,3.610,2014,http://exoplanet.eu/catalog/kepler-258_c/,http://exoplanets.org/detail/Kepler-258_c,2014-03,,,
2007,Kepler-259,Transit,2,8.11531700,0.079000,,,,15.219,5938.00,,0.90,2014-05-14,Kepler-259 b,,,,2.800,2014,http://exoplanet.eu/catalog/kepler-259_b/,http://exoplanets.org/detail/Kepler-259_b,2014-03,,,
2008,Kepler-259,Transit,2,36.92493100,0.217000,,,,15.219,5938.00,,0.90,2014-05-14,Kepler-259 c,,,,2.700,2014,http://exoplanet.eu/catalog/kepler-259_c/,http://exoplanets.org/detail/Kepler-259_c,2014-03,,,
2009,Kepler-26,Transit,4,12.28000000,,,1.26000,,15.473,3914.00,0.54,0.51,2016-04-07,Kepler-26 b,,7.60,5.12000,2.780,2011,http://exoplanet.eu/catalog/kepler-26_b/,http://exoplanets.org/detail/Kepler-26_b,2012-04,,,
2010,Kepler-26,Transit,4,17.25590000,,,1.61000,,15.473,3914.00,0.54,0.51,2016-04-07,Kepler-26 c,,4.82,6.20000,2.720,2011,http://exoplanet.eu/catalog/kepler-26_c/,http://exoplanets.org/detail/Kepler-26_c,2012-04,,,
2011,Kepler-26,Transit,4,3.54391900,0.039000,,,,15.473,3914.00,0.54,0.51,2014-05-14,Kepler-26 d,,,,1.070,2014,http://exoplanet.eu/catalog/kepler-26_d/,http://exoplanets.org/detail/Kepler-26_d,2014-03,,,
2012,Kepler-26,Transit,4,46.82791500,0.220000,,,,15.473,3914.00,0.54,0.51,2014-05-14,Kepler-26 e,,,,2.410,2014,http://exoplanet.eu/catalog/kepler-26_e/,http://exoplanets.org/detail/Kepler-26_e,2014-03,,,
2013,Kepler-260,Transit,2,8.18739900,0.075000,,,,14.138,5250.00,0.88,0.86,2014-05-14,Kepler-260 b,,,,2.010,2014,http://exoplanet.eu/catalog/kepler-260_b/,http://exoplanets.org/detail/Kepler-260_b,2014-03,,,
2014,Kepler-260,Transit,2,76.05017800,0.332000,,,,14.138,5250.00,0.88,0.86,2014-05-14,Kepler-260 c,,,,1.740,2014,http://exoplanet.eu/catalog/kepler-260_c/,http://exoplanets.org/detail/Kepler-260_c,2014-03,,,
2015,Kepler-261,Transit,2,10.38122700,0.088000,,,,13.562,5098.00,0.87,0.79,2014-05-14,Kepler-261 b,,,,2.180,2014,http://exoplanet.eu/catalog/kepler-261_b/,http://exoplanets.org/detail/Kepler-261_b,2014-03,,,
2016,Kepler-261,Transit,2,24.57085800,0.156000,,,,13.562,5098.00,0.87,0.79,2014-05-14,Kepler-261 c,,,,2.000,2014,http://exoplanet.eu/catalog/kepler-261_c/,http://exoplanets.org/detail/Kepler-261_c,2014-03,,,
2017,Kepler-262,Transit,2,13.06085500,0.108000,,,,14.246,5841.00,,0.88,2014-05-14,Kepler-262 b,,,,1.360,2014,http://exoplanet.eu/catalog/kepler-262_b/,http://exoplanets.org/detail/Kepler-262_b,2014-03,,,
2018,Kepler-262,Transit,2,21.85372200,0.152000,,,,14.246,5841.00,,0.88,2014-05-14,Kepler-262 c,,,,1.640,2014,http://exoplanet.eu/catalog/kepler-262_c/,http://exoplanets.org/detail/Kepler-262_c,2014-03,,,
2019,Kepler-263,Transit,2,16.56808700,0.120000,,,,15.391,5265.00,,0.79,2014-05-14,Kepler-263 b,,,,2.670,2014,http://exoplanet.eu/catalog/kepler-263_b/,http://exoplanets.org/detail/Kepler-263_b,2014-03,,,
2020,Kepler-263,Transit,2,47.33277300,0.242000,,,,15.391,5265.00,,0.79,2014-05-14,Kepler-263 c,,,,2.470,2014,http://exoplanet.eu/catalog/kepler-263_c/,http://exoplanets.org/detail/Kepler-263_c,2014-03,,,
2021,Kepler-264,Transit,2,40.80623100,0.249000,,,,13.038,6158.00,1.32,1.55,2014-05-14,Kepler-264 b,,,,3.330,2014,http://exoplanet.eu/catalog/kepler-264_b/,http://exoplanets.org/detail/Kepler-264_b,2014-03,,,
2022,Kepler-264,Transit,2,140.10126100,0.566000,,,,13.038,6158.00,1.32,1.55,2014-05-14,Kepler-264 c,,,,2.830,2014,http://exoplanet.eu/catalog/kepler-264_c/,http://exoplanets.org/detail/Kepler-264_c,2014-03,,,
2023,Kepler-265,Transit,4,6.84626200,0.069000,,,,15.381,5835.00,1.03,1.10,2014-05-14,Kepler-265 b,,,,1.860,2014,http://exoplanet.eu/catalog/kepler-265_b/,http://exoplanets.org/detail/Kepler-265_b,2014-03,,,
2024,Kepler-265,Transit,4,17.02893700,0.127000,,,,15.381,5835.00,1.03,1.10,2014-05-14,Kepler-265 c,,,,2.630,2014,http://exoplanet.eu/catalog/kepler-265_c/,http://exoplanets.org/detail/Kepler-265_c,2014-03,,,
2025,Kepler-265,Transit,4,43.13061700,0.236000,,,,15.381,5835.00,1.03,1.10,2014-05-14,Kepler-265 d,,,,2.490,2014,http://exoplanet.eu/catalog/kepler-265_d/,http://exoplanets.org/detail/Kepler-265_d,2014-03,,,
2026,Kepler-265,Transit,4,67.83102400,0.319000,,,,15.381,5835.00,1.03,1.10,2014-05-14,Kepler-265 e,,,,2.590,2014,http://exoplanet.eu/catalog/kepler-265_e/,http://exoplanets.org/detail/Kepler-265_e,2014-03,,,
2027,Kepler-266,Transit,2,6.61833000,0.071000,,,,15.590,5885.00,0.99,1.03,2014-05-14,Kepler-266 b,,,,2.480,2014,http://exoplanet.eu/catalog/kepler-266_b/,http://exoplanets.org/detail/Kepler-266_b,2014-03,,,
2028,Kepler-266,Transit,2,107.72360100,0.457000,,,,15.590,5885.00,0.99,1.03,2014-05-14,Kepler-266 c,,,,3.890,2014,http://exoplanet.eu/catalog/kepler-266_c/,http://exoplanets.org/detail/Kepler-266_c,2014-03,,,
2029,Kepler-267,Transit,3,3.35372800,0.037000,,,,15.438,4258.00,0.56,0.56,2014-05-14,Kepler-267 b,,,,1.980,2014,http://exoplanet.eu/catalog/kepler-267_b/,http://exoplanets.org/detail/Kepler-267_b,2014-03,,,
2030,Kepler-267,Transit,3,6.87745000,0.060000,,,,15.438,4258.00,0.56,0.56,2014-05-14,Kepler-267 c,,,,2.130,2014,http://exoplanet.eu/catalog/kepler-267_c/,http://exoplanets.org/detail/Kepler-267_c,2014-03,,,
2031,Kepler-267,Transit,3,28.46451500,0.154000,,,,15.438,4258.00,0.56,0.56,2014-05-14,Kepler-267 d,,,,2.270,2014,http://exoplanet.eu/catalog/kepler-267_d/,http://exoplanets.org/detail/Kepler-267_d,2014-03,,,
2032,Kepler-268,Transit,2,25.93413800,0.180000,,,,13.703,6081.00,,1.27,2014-05-14,Kepler-268 b,,,,2.550,2014,http://exoplanet.eu/catalog/kepler-268_b/,http://exoplanets.org/detail/Kepler-268_b,2014-03,,,
2033,Kepler-268,Transit,2,83.44639300,0.391000,,,,13.703,6081.00,,1.27,2014-05-14,Kepler-268 c,,,,3.380,2014,http://exoplanet.eu/catalog/kepler-268_c/,http://exoplanets.org/detail/Kepler-268_c,2014-03,,,
2034,Kepler-269,Transit,2,5.32671800,0.061000,,,,15.808,5847.00,0.98,0.96,2014-05-14,Kepler-269 b,,,,2.470,2014,http://exoplanet.eu/catalog/kepler-269_b/,http://exoplanets.org/detail/Kepler-269_b,2014-03,,,
2035,Kepler-269,Transit,2,8.12789900,0.081000,,,,15.808,5847.00,0.98,0.96,2014-05-14,Kepler-269 c,,,,1.690,2014,http://exoplanet.eu/catalog/kepler-269_c/,http://exoplanets.org/detail/Kepler-269_c,2014-03,,,
2036,Kepler-27,Transit,2,15.33480000,0.118000,,,,15.855,5400.00,0.65,0.59,2014-05-14,Kepler-27 b,,,2895.31000,4.000,2011,http://exoplanet.eu/catalog/kepler-27_b/,http://exoplanets.org/detail/Kepler-27_b,2012-04,,,
2037,Kepler-27,Transit,2,31.33090000,0.191000,,,,15.855,5400.00,0.65,0.59,2014-05-14,Kepler-27 c,,,4385.87000,4.900,2011,http://exoplanet.eu/catalog/kepler-27_c/,http://exoplanets.org/detail/Kepler-27_c,2012-04,,,
